지점,지점명,일시,평균기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 증기압(hPa),평균 현지기압(hPa),합계 일조시간(hr),합계 일사량(MJ/m2),일 최심적설(cm),평균 전운량(1/10)
108,서울,2012-09-03,24.9,,1.5,71.4,22.2,1002,3.7,9.1,,6.3
108,서울,2012-09-04,22,55.5,2.3,84.1,22,1002.9,.5,4.16,,9.8
108,서울,2012-09-05,22.3,10.5,2.7,61.1,16.1,1006.9,9.7,18.7,,4.8
108,서울,2012-09-06,21.6,,2.2,52.9,13.1,1009.2,12,20.97,,0
108,서울,2012-09-07,22.5,3,2.4,60.6,15.9,1007.6,7.7,15.22,,6.8
108,서울,2012-09-08,20.2,25,4.2,71.8,16.8,1002.5,2.9,7.74,,8.3
108,서울,2012-09-09,20.9,,1.8,68.4,16.7,1004.1,4.5,12.32,,8.4
108,서울,2012-09-10,23.2,,1.9,61.4,16.9,1004,10.5,16.41,,3.4
108,서울,2012-09-11,22.8,,2.1,53.1,14.4,1003.9,10.5,16.28,,2.9
108,서울,2012-09-12,21.6,.5,1.8,68.9,17.7,1001.2,.2,5.85,,8.5
108,서울,2012-09-13,20,13.5,1.5,87.1,20.2,1000.2,0,1.62,,10
108,서울,2012-09-14,19.4,2,1.7,68.5,15.1,1004.6,2.1,10,,8.9
108,서울,2012-09-15,21,,2,56.8,13.9,1008.2,7.2,13.3,,7.9
108,서울,2012-09-16,19.9,2.5,3.8,60.1,13.8,1006,0,5.92,,9.4
108,서울,2012-09-17,17.3,85.5,5.2,86.8,17.1,991.1,0,.87,,9.9
108,서울,2012-09-18,20.9,,2.9,69.4,16.7,993.3,9.1,13.9,,6.5
108,서울,2012-09-19,20.6,,2.4,63.9,15.2,998.3,7.6,12.26,,4.5
108,서울,2012-09-20,20.1,0,2,69.6,16,1004.9,7.9,10.96,,3.4
108,서울,2012-09-21,20.1,,2,68.3,15.7,1005.8,5.2,9.52,,5
108,서울,2012-09-22,20.7,,1.9,60.6,14.1,1003.4,9.6,15.78,,4.5
108,서울,2012-09-23,21.2,,1.4,56.6,13.6,1002.1,11.2,16.65,,1.6
108,서울,2012-09-24,21.5,,1.9,49.8,12,1005,11.2,17.01,,.5
108,서울,2012-09-25,21.8,,2.3,52.3,13.1,1010.4,10.8,17.37,,.6
108,서울,2012-09-26,21.3,,1.8,60,14.9,1011.2,5.6,10.97,,7.1
108,서울,2012-09-27,20.3,,2.2,62,14.5,1008.4,1.7,9.02,,6.8
108,서울,2012-09-28,18,13.5,2.7,72.3,14.8,1002.2,4,5.41,,6.3
108,서울,2012-09-29,16.4,.5,2.6,58.8,10.7,1000.7,8.6,14.38,,5.1
108,서울,2012-09-30,16.2,,1.5,63.8,11.5,1000.8,10.4,14.62,,1.6
108,서울,2012-10-01,18.1,,1.5,64.3,12.9,1004.8,10.4,14.74,,.9
108,서울,2012-10-02,19.3,,1.5,64.3,13.9,1006.6,8.4,12.74,,1.5
108,서울,2012-10-03,19.9,,1.8,60.4,13.5,1004.1,9.1,14.71,,3.5
108,서울,2012-10-04,19,,2,61.6,13.1,1002.6,10.3,13.59,,1.4
108,서울,2012-10-05,19,,1.9,61.4,13.2,1007.7,4.4,10.1,,6.9
108,서울,2012-10-06,19.6,,1.6,52.9,11.7,1010.4,8.8,13.28,,3.6
108,서울,2012-10-07,19.2,,2.1,54.9,11.7,1012.2,9.8,13.93,,.9
108,서울,2012-10-08,18.4,,1.8,53,10.9,1011.3,8.7,13.34,,2.8
108,서울,2012-10-09,17.6,,1.5,60,11.7,1007.1,5.6,10.16,,5
108,서울,2012-10-10,15.7,13,2.3,69.6,12.3,1003.5,3.5,6.29,,4.5
108,서울,2012-10-11,13.9,,2.3,47.4,7.3,1006.7,10.7,15.99,,.1
108,서울,2012-10-12,14.9,,1.8,51.8,8.4,1008.7,10.6,14.46,,1.4
108,서울,2012-10-13,16.4,,1.7,54,9.5,1007.8,9.4,12,,3.5
108,서울,2012-10-14,16.3,,2.6,39.9,7,1008.4,7.9,13.16,,2.5
108,서울,2012-10-15,14.8,,1.6,33.3,5.4,1013,10.5,14.35,,1.8
108,서울,2012-10-16,17.1,,2.5,46.5,8.9,1008.9,8.2,13.08,,4.8
108,서울,2012-10-17,12.6,2.5,3.8,57,8.5,1005,7.2,12.54,,4.1
108,서울,2012-10-18,11.6,,2,46.5,6.1,1009,10.4,14.74,,.3
108,서울,2012-10-19,14.8,,1.8,52.3,8.4,1011.3,9.8,12.76,,1.5
108,서울,2012-10-20,15.8,,3,65,11.5,1011,6.8,10.4,,5.9
108,서울,2012-10-21,18.3,,1.7,70.5,14.4,1012.1,6.3,9.18,,4.8
108,서울,2012-10-22,13.4,39.5,3.9,77.3,12.2,1001.7,.3,.85,,8.9
108,서울,2012-10-23,10,0,3.2,49.4,6,1006.9,10,14.23,,2.4
108,서울,2012-10-24,13.2,,2.5,62.8,9.4,1008.5,3.5,5.26,,6.9
108,서울,2012-10-25,15.2,,1.8,68.5,11.7,1011.1,4,7.3,,5.3
108,서울,2012-10-26,15.9,,2.2,62.1,10.7,1012.4,8.9,11.92,,2.4
108,서울,2012-10-27,14.3,44,3.3,84.5,13.7,1004.9,0,.38,,9.8
108,서울,2012-10-28,14.3,0,3.6,65.4,10.5,1008.3,9.5,12.44,,2.9
108,서울,2012-10-29,11.7,0,2.1,60.6,8,1009.3,6.4,9.88,,4.8
108,서울,2012-10-30,8.6,.1,2.9,55.4,6.1,1006.7,9.6,11.83,,1.5
108,서울,2012-10-31,6.9,.2,2.5,50.9,4.9,1005.9,6.4,9.97,,5.1
108,서울,2012-11-01,5.6,,3.7,36.5,3.3,1010.3,9.8,12.8,,.4
108,서울,2012-11-02,7.2,,1.9,36.9,3.7,1014.7,9.8,12.61,,.3
108,서울,2012-11-03,9.4,,1.9,41.5,4.6,1014.4,9.5,11.14,,1.5
108,서울,2012-11-04,11.8,4,3.4,56.5,7.7,1007.2,1.3,4.21,,8.9
108,서울,2012-11-05,8.5,8,1.9,87.6,9.7,1003.7,.5,1.92,,9.6
108,서울,2012-11-06,7.1,5,2.3,81,8.1,1003.9,.7,2.04,,9.3
108,서울,2012-11-07,8.4,,2.4,68.4,7.4,1005.9,6.5,8.46,,5
108,서울,2012-11-08,8.8,,1.6,74.6,8.4,1007.6,0,4.06,,6.1
108,서울,2012-11-09,9.4,,2.5,63.6,7.1,1013.2,8.4,10.8,,1.6
108,서울,2012-11-10,12,,4.6,49.3,6.8,1011.5,9.1,10.64,,4.8
108,서울,2012-11-11,8.7,28,5.3,72,8.3,997.4,.7,1.71,,8.9
108,서울,2012-11-12,7.3,3,4.6,67.8,6.9,1001.8,1.4,3.34,,9.4
108,서울,2012-11-13,5.3,0,3.6,54.8,4.9,999.2,7.2,7.72,,4.9
108,서울,2012-11-14,2.4,0,3.4,53.3,3.9,1007.2,9.3,11.13,,1.8
108,서울,2012-11-15,4.2,,1.4,51.5,4.1,1016.3,9.5,10.51,,0
108,서울,2012-11-16,4.9,9.5,2.1,74,6.5,1011.1,.6,2.72,,7.1
108,서울,2012-11-17,5.3,1.5,3.2,61.6,5.5,1005.5,7.4,8.51,,4.5
108,서울,2012-11-18,3.5,,1.7,45.1,3.4,1010.6,9.4,10.84,,1.6
108,서울,2012-11-19,3.4,5.5,3.2,64.4,5.1,1007.4,5.8,7.13,,5
108,서울,2012-11-20,1.9,,2.1,51.6,3.5,1013.1,8.9,9.72,,1.3
108,서울,2012-11-21,4.1,,1.6,62.5,5.1,1010.9,5.1,6.19,,5
108,서울,2012-11-22,6.7,.3,2.1,68.3,6.7,1008,5.2,6.78,,5.6
108,서울,2012-11-23,3.3,,3.1,63,4.9,1007.9,6.4,8.01,,5.9
108,서울,2012-11-24,1.7,,2.3,46.9,3.1,1012.4,9.3,10.63,,0
108,서울,2012-11-25,3.4,.5,1.6,55.6,4.4,1009.9,4.3,6.31,,7.6
108,서울,2012-11-26,2.3,1,3.8,51.5,3.8,1005.3,8.1,9.2,,3.8
108,서울,2012-11-27,2.1,,1.7,38.9,2.7,1011.3,9.3,9.89,,1.6
108,서울,2012-11-28,5,1,3.8,54.5,4.9,1005.5,3.5,3.85,,5.3
108,서울,2012-11-29,.8,,2.3,34.4,2.2,1013.2,8.2,8.82,,3.8
108,서울,2012-11-30,1.7,.5,2.5,49.6,3.4,1014,5.9,6.9,,5.5
108,서울,2012-12-01,-.9,,1.8,47.9,2.7,1018.1,8.9,9.09,,3
108,서울,2012-12-02,2.9,,2.3,50.4,3.8,1012.5,7.8,7.59,,5.1
108,서울,2012-12-03,1.7,5.4,3.8,66.9,4.7,1003.7,0,.66,.5,8.6
108,서울,2012-12-04,-3.3,,3.7,41.3,2,1010.5,9.2,9.63,.5,.5
108,서울,2012-12-05,-3.8,5.8,3.2,66.5,3.1,1005.3,.1,1.99,7.8,6.4
108,서울,2012-12-06,-6.3,.1,2.5,53.4,2.1,1013,6.8,8.25,7.6,3.8
108,서울,2012-12-07,-4.5,1.9,4.1,76,3.4,1008.1,0,2.33,8.7,8
108,서울,2012-12-08,-8.2,,2.8,42.4,1.4,1009.3,8.7,8.74,8.7,1.3
108,서울,2012-12-09,-10.5,,2.8,45.5,1.3,1010.8,9,9.16,6.7,0
108,서울,2012-12-10,-8.3,,2,51.3,1.7,1014.7,9,9.1,6.3,0
108,서울,2012-12-11,-6.5,,2.1,55.3,2,1015.9,9,8.35,5.7,1.3
108,서울,2012-12-12,-5,,1.6,56.8,2.3,1019.5,8.8,8.34,5,0
108,서울,2012-12-13,-1.5,,2.7,55.1,3,1020.4,8,7.47,4.8,2.8
108,서울,2012-12-14,2.7,18.5,4.5,79.8,6,1008.6,0,.61,4.5,9.9
108,서울,2012-12-15,4.6,.5,2.2,78.4,6.6,1007.4,4.5,6.02,,5
108,서울,2012-12-16,1.6,,1.9,77,5.3,1011.5,6.3,6.66,,3.5
108,서울,2012-12-17,-.4,,3.4,65.4,3.9,1010.3,7.2,7.1,,1.6
108,서울,2012-12-18,-6.8,,3.4,49.4,1.8,1015.3,9,8.97,,0
108,서울,2012-12-19,-6.9,,2.1,45,1.6,1018.1,9,8.79,,.9
108,서울,2012-12-20,-3.4,,2.4,49.1,2.3,1020.4,7.9,7.63,,2.6
108,서울,2012-12-21,-.7,1.8,2.6,66.1,3.9,1012.2,0,2.38,2.2,8.4
108,서울,2012-12-22,-3,,2.9,67.4,3.3,1012.9,4.1,4.59,1.8,4.1
108,서울,2012-12-23,-8.9,0,4.4,53.9,1.7,1017.3,8.8,8.84,1.3,1.8
108,서울,2012-12-24,-8.8,0,1.9,52,1.6,1017.2,9,8.93,1.1,2.4
108,서울,2012-12-25,-8.9,1,3.5,50.9,1.7,1019.8,8.6,9.41,2.5,1.6
108,서울,2012-12-26,-10.8,,2.4,33.5,.9,1024.3,9,9.22,1.8,1
108,서울,2012-12-27,-5.7,,1.6,47.1,1.9,1020,7.3,7.81,1.2,4.4
108,서울,2012-12-28,-.9,0,1.8,59.5,3.4,1014.1,0,2.5,.9,7.4
108,서울,2012-12-29,-.3,4.1,1.9,84.1,5,1010.6,0,.97,5.8,8.6
108,서울,2012-12-30,-8.2,2.3,4,54.6,1.9,1008.5,8.6,9.74,8.2,2
108,서울,2012-12-31,-8.7,,2.2,45.9,1.4,1010.2,9,9.45,7.4,1.5
108,서울,2013-01-01,-4.7,3.1,3.2,73.5,3.2,1007.6,4.6,5.76,10.9,8.3
108,서울,2013-01-02,-11.7,,4.2,40.8,1,1020.4,9.1,9.62,10.9,.3
108,서울,2013-01-03,-13.2,,2.8,42.8,.9,1026,9.1,9.78,10.1,0
108,서울,2013-01-04,-10.7,,1.8,44.3,1.2,1021.2,9.2,9.54,9.2,0
108,서울,2013-01-05,-7,,2.3,59.4,2.2,1015.4,7.5,8.09,7.5,2.3
108,서울,2013-01-06,-6.3,,1.9,59.4,2.2,1015.4,8.2,7.97,7.3,1.4
108,서울,2013-01-07,-5.1,,1.7,53.6,2.2,1014.5,5.8,7.8,7.1,6.6
108,서울,2013-01-08,-4.6,,2.2,53.4,2.3,1015,8,8.55,6.9,2.4
108,서울,2013-01-09,-9,,3,38.5,1.2,1016.5,9.3,10.07,6.4,0
108,서울,2013-01-10,-8.3,,2.3,41.3,1.3,1019.9,9.1,9.74,6.2,.5
108,서울,2013-01-11,-3.2,0,2.3,50.5,2.5,1018.3,6.1,7.52,6.1,6.6
108,서울,2013-01-12,0,.1,2.5,70,4.3,1014,3.2,5.67,6.1,5.8
108,서울,2013-01-13,-.5,,1.6,65.6,3.8,1013.5,.6,5.77,3.8,5.9
108,서울,2013-01-14,-2.1,,2.2,61.6,3.2,1010.6,4.5,5.89,3.4,1
108,서울,2013-01-15,-2.1,,2,57,3,1014.3,4.1,6.87,3.2,4.5
108,서울,2013-01-16,-2.6,.3,2.4,64.1,3.3,1013.3,4,5.16,3.6,6.4
108,서울,2013-01-17,-5.8,,2.8,62.9,2.5,1018.3,7.3,7.97,2.9,1.3
108,서울,2013-01-18,-4.4,,2,51.9,2.3,1019.4,9.3,9.79,2.8,2.1
108,서울,2013-01-19,.5,,2,59.9,3.8,1018.3,6.5,7.74,2.8,4.3
108,서울,2013-01-20,1.6,,3.1,55.8,3.7,1020,.4,5.52,2.3,7.5
108,서울,2013-01-21,2.2,16.5,4.3,83.6,5.9,1010.5,0,.97,1.7,10
108,서울,2013-01-22,3.8,.5,2.2,74.3,5.9,1010.2,0,4.16,,9.1
108,서울,2013-01-23,1.8,1.5,3.1,80.4,5.6,1008.1,0,.89,,9.4
108,서울,2013-01-24,-.9,.1,4.3,57.6,3.6,1005.9,2.4,3.52,.3,5.8
108,서울,2013-01-25,-9.1,,4.7,37.5,1.2,1011.3,9.5,11.26,,0
108,서울,2013-01-26,-9.2,,3.5,37,1.1,1012.6,9.6,11.27,,0
108,서울,2013-01-27,-7.3,,2.6,44.9,1.6,1014.6,9.5,10.9,,.5
108,서울,2013-01-28,-3.5,,2.1,56,2.7,1016.1,3.7,6.04,,6
108,서울,2013-01-29,2.2,0,2.7,63.5,4.6,1015.8,0,1.8,,9.6
108,서울,2013-01-30,5.4,,2.1,68.8,6.1,1018.9,.7,4.65,,7.9
108,서울,2013-01-31,7.4,0,2.9,59.5,6,1018.9,6.4,7.45,,6.6
108,서울,2013-02-01,7.3,46.5,3.7,85.8,8.7,1007.1,0,.64,,9.5
108,서울,2013-02-02,-1.1,,4.1,52.1,3,1016.5,9.4,12.19,,2.1
108,서울,2013-02-03,-3.2,7.5,2.7,62.3,3.1,1014.8,.2,2.7,9,7.9
108,서울,2013-02-04,-.8,7.4,2.6,77.1,4.5,1010.1,6.1,8.18,16.5,5.4
108,서울,2013-02-05,-.6,4.5,2.4,77,4.5,1010.8,0,3.16,13.5,8.4
108,서울,2013-02-06,-1.5,2.1,3.3,75,4.2,1007.9,5.8,9.35,15.1,7.4
108,서울,2013-02-07,-11.1,0,5.5,42.5,1.1,1014.8,9.8,13.63,12.9,1.3
108,서울,2013-02-08,-11.5,,2.7,39.3,1,1021.2,9.3,12.85,12.7,1.6
108,서울,2013-02-09,-7.2,,1.8,55.5,2,1017.4,8.9,12.25,12.5,3.6
108,서울,2013-02-10,-4,1.2,2.9,56.6,2.6,1016,8.6,11.62,13.4,3.5
108,서울,2013-02-11,-5.8,,2.1,41.8,1.6,1020.6,9.7,13.63,11.3,2.6
108,서울,2013-02-12,-3.8,0,2.3,55.6,2.6,1015.2,.2,5.78,10.3,8
108,서울,2013-02-13,-1.3,,2,59.6,3.2,1016.8,9.3,13.01,10,3.3
108,서울,2013-02-14,1.1,,2.3,60.1,3.9,1014,7.4,11.31,8.9,6
108,서울,2013-02-15,-1.2,,3.9,48.4,2.8,1013.1,9.7,14.35,6,2.1
108,서울,2013-02-16,-2.6,,2.1,38.8,1.9,1016.9,9.6,13.9,4.1,2
108,서울,2013-02-17,2.3,0,2.5,44.5,3.2,1010.2,3.6,7.57,3.3,9.3
108,서울,2013-02-18,.5,,3.5,49.8,3.2,1008.2,5.7,10.1,.5,6.9
108,서울,2013-02-19,-2.9,,4,27.5,1.3,1014.4,9.6,14.59,,2
108,서울,2013-02-20,-4.8,,2.6,35.3,1.5,1018.5,9.5,14.55,,1.8
108,서울,2013-02-21,-1.7,0,2.5,49,2.6,1018.8,9,13.68,,2.8
108,서울,2013-02-22,.5,3.9,3.1,57.1,3.6,1015,7.4,11.62,3.9,4.1
108,서울,2013-02-23,-.9,,3.7,45.9,2.7,1017.8,9.7,14.41,,.8
108,서울,2013-02-24,1.4,,2.2,42.4,2.7,1018.9,8.8,13.03,,4.1
108,서울,2013-02-25,3.3,,1.7,39.4,3.1,1018,6.2,10.64,,7
108,서울,2013-02-26,4.8,0,2.6,56.4,4.9,1010,0,3.14,,8.6
108,서울,2013-02-27,3.4,,3,69.5,5.3,1008.7,7,13.21,,4.6
108,서울,2013-02-28,6.7,1,2.9,57.3,5,1005.5,6.7,11.39,,5.4
108,서울,2013-03-01,.8,3,4.8,56.1,3.8,1006.3,9.1,15.28,,3.8
108,서울,2013-03-02,-.8,,3.2,42.6,2.4,1015.8,9.7,14.67,,3.5
108,서울,2013-03-03,.4,,2.9,50.3,3.1,1012.3,10.4,16.46,,1.8
108,서울,2013-03-04,3.1,,2.8,58.6,4.4,1010.1,5.8,10.62,,4.6
108,서울,2013-03-05,3.7,,3,51.8,4,1013.8,10.7,15.92,,0
108,서울,2013-03-06,7.9,,2.2,43.1,4.2,1009.2,6.9,11.78,,1.6
108,서울,2013-03-07,8,.5,3.7,74.1,7.8,1001.2,2.2,4.79,,7.9
108,서울,2013-03-08,8.5,,2.7,66,7.2,998.6,6.1,11.61,,3.6
108,서울,2013-03-09,13.2,,4.3,48.8,6.9,996.5,9.4,13.95,,1.5
108,서울,2013-03-10,1.2,,5,32.5,2.1,1010.6,11.2,18.27,,.4
108,서울,2013-03-11,4.2,,2.2,33.4,2.6,1013.8,11.2,17.9,,0
108,서울,2013-03-12,7.5,3.5,2.1,60.4,6.4,1004.7,3,6.16,,6.3
108,서울,2013-03-13,5.2,11.5,3.6,64.5,5.9,1003.7,5.7,9.72,,6.8
108,서울,2013-03-14,4.1,,2.9,48.9,3.9,1016.5,9.3,15.69,,3.4
108,서울,2013-03-15,4.6,,2.4,43.4,3.5,1014.9,10.7,16.66,,.9
108,서울,2013-03-16,6.3,,2.3,53.6,5.1,1013.4,10.8,15.76,,2.4
108,서울,2013-03-17,8.2,7.5,2.9,57.5,5.7,1003.4,7.2,13.17,,7
108,서울,2013-03-18,8.3,1,3.3,73,7.7,994.3,9.3,16.12,,6
108,서울,2013-03-19,8,,2.2,61.1,6.4,1001.6,3.2,8.28,,8.5
108,서울,2013-03-20,2.8,.1,4.3,51.9,4.1,1002.6,5.6,11.32,,5.3
108,서울,2013-03-21,1.5,,2.5,34.3,2.2,1007.2,11.2,18.56,,0
108,서울,2013-03-22,3.4,,2.3,61.6,4.8,1003.2,.7,4.67,,6.1
108,서울,2013-03-23,5.4,,2.3,39,3.3,1004.5,11.2,18.45,,1.6
108,서울,2013-03-24,5.1,,3.9,47.4,4,1002.6,11,18.62,,2.1
108,서울,2013-03-25,2.8,,3.8,40.3,2.9,1007.2,11.5,19.9,,.3
108,서울,2013-03-26,4.4,,2.5,39.9,3.2,1010.3,11.5,18.86,,.8
108,서울,2013-03-27,7.5,,2.8,30.1,2.8,1005.6,11.4,19.85,,0
108,서울,2013-03-28,7.3,,2.7,42.1,4.3,1006.3,4,10.62,,7
108,서울,2013-03-29,5.4,,3.4,28.6,2.4,1010.4,11.7,20.29,,1.9
108,서울,2013-03-30,4.9,.2,2.3,43.1,3.6,1011.9,3.4,9.76,,7.8
108,서울,2013-03-31,6.3,,2.7,46.4,4,1012.7,11.2,19.6,,0
108,서울,2013-04-01,9.2,.5,2.2,44.5,5.2,1009.3,.9,10.14,,7.3
108,서울,2013-04-02,7.2,8.5,2.7,86.1,8.7,1002.7,.6,3.26,,7.6
108,서울,2013-04-03,7.9,,2.6,64,6.4,1005.7,8.7,17.39,,4.5
108,서울,2013-04-04,12.6,,1.9,44.5,6,1006.1,10.7,18.18,,1.8
108,서울,2013-04-05,14.6,,2.6,42.1,6.8,1002.5,2.1,10.99,,7.8
108,서울,2013-04-06,7.5,14,2.9,84.4,8.7,990.7,0,2.48,,10
108,서울,2013-04-07,5.1,1,4.4,57.3,4.9,995.8,10.6,19.62,,4
108,서울,2013-04-08,8,1,4,55.1,5.6,1002.5,7.5,15.6,,5.1
108,서울,2013-04-09,6.2,.5,5.1,50.8,4.8,1003.2,10.2,17.86,,4
108,서울,2013-04-10,5,1.5,4.1,49.3,4.2,1006.7,8.6,12.56,,4.4
108,서울,2013-04-11,5.5,.5,4.9,54.5,4.8,1005.4,10.1,15.41,,3.6
108,서울,2013-04-12,6.9,,3.7,42.6,4.1,1007.7,11.6,18.42,,1.1
108,서울,2013-04-13,11.4,,4.5,38.6,4.8,1001.3,10,19.53,,3.5
108,서울,2013-04-14,8.3,3.5,4.7,40.4,4.6,998.1,9.9,20.65,,3.4
108,서울,2013-04-15,7.5,,2,31.5,3.2,1000.1,2.2,9.58,,4.5
108,서울,2013-04-16,13.2,,4.4,54.5,8.4,993.9,2.7,11.55,,7.9
108,서울,2013-04-17,14.8,,2.9,62.3,10.1,997.7,9.4,19.62,,5.9
108,서울,2013-04-18,12.3,,4,37.4,5.2,1001.1,7.8,16.75,,4.3
108,서울,2013-04-19,9.8,,3.2,27,3.2,1007.1,10.2,20.53,,5.1
108,서울,2013-04-20,6.6,9.5,2.3,70.8,6.7,1006.5,.1,3.73,,9.1
108,서울,2013-04-21,9,,3.3,58.8,6.3,1008.3,10.1,21.76,,3.4
108,서울,2013-04-22,11.4,,2.5,43.8,5.3,1011.2,10.7,21.53,,3.4
108,서울,2013-04-23,11.2,5.5,2.7,59.3,7.6,1004.7,0,4.96,,9.8
108,서울,2013-04-24,12.3,.1,3.7,67,9.3,999.2,11.8,21.46,,3.1
108,서울,2013-04-25,9.3,4.5,3.3,78.9,9.2,998.3,2.7,7.66,,8.6
108,서울,2013-04-26,11.7,.1,3.6,55,7.3,999.7,11.7,19.71,,1.6
108,서울,2013-04-27,12.8,,2.8,51.4,7.2,1006.3,11.6,21.5,,1.6
108,서울,2013-04-28,16,,3.8,51,9.4,1006.5,3.3,10.61,,6.1
108,서울,2013-04-29,13.5,21,4.5,67.6,10.4,1000.9,6.7,14.17,,5.4
108,서울,2013-04-30,13.4,,3.5,48.8,7.1,998.5,10.7,22.65,,2.3
108,서울,2013-05-01,13.2,1,3.3,52.4,7.8,1000.2,10.5,20.16,,3.3
108,서울,2013-05-02,12.4,1,2.5,67.1,9.4,1001.9,8.9,14.27,,4.1
108,서울,2013-05-03,12.6,0,3.2,64.8,9,1005,6.2,14.75,,6
108,서울,2013-05-04,13.9,,3.1,58.1,8.8,1008.4,11.2,21.12,,1.8
108,서울,2013-05-05,14.3,,3.4,51.8,7.8,1010.3,12.5,23.39,,0
108,서울,2013-05-06,14.6,,3,54,8.4,1007.9,10.8,20.57,,0
108,서울,2013-05-07,18.7,,2.7,41.4,8.6,1009.5,10.9,20.1,,0
108,서울,2013-05-08,19.4,,2.7,33.6,7.1,1008.9,11.7,22.89,,2.3
108,서울,2013-05-09,18.1,2.5,2.1,55.3,11.1,1002.7,4,10.55,,8.5
108,서울,2013-05-10,14,22,3.6,89.3,14.3,992.7,0,3.54,,9.9
108,서울,2013-05-11,17.9,,3.5,55.5,10.5,994,11.2,22.71,,3.1
108,서울,2013-05-12,19.1,1,4,61.3,13.5,994.7,5.2,12.43,,6.1
108,서울,2013-05-13,21.6,,3.5,45,11.2,1000.6,10.4,20.7,,3.1
108,서울,2013-05-14,20.2,,2.9,46.9,10.9,1001.9,4.4,15.56,,7.6
108,서울,2013-05-15,19.4,,3.3,57,12.4,1002.7,11.2,21.21,,4.8
108,서울,2013-05-16,22,,4.2,33.3,8.3,1006.8,13.2,25.49,,0
108,서울,2013-05-17,20.2,,3,36.6,8.4,1005.7,12.6,23.62,,4.4
108,서울,2013-05-18,17.7,14.5,2.2,62.8,12.4,999,.6,9.95,,9.4
108,서울,2013-05-19,16.6,19.5,3.1,80.9,15.2,989,1.3,9.04,,8
108,서울,2013-05-20,14.4,,3.2,76,12.3,993.8,4.3,8.68,,5.5
108,서울,2013-05-21,17.7,,2,43.3,7.6,997.4,12.8,25.13,,.4
108,서울,2013-05-22,19.7,,2,49.4,11.3,1000.7,5.3,14.8,,4.3
108,서울,2013-05-23,22.1,,2.1,59.3,14.8,1002.9,11.5,22.85,,0
108,서울,2013-05-24,21.3,,2.6,58.9,14.3,1003.8,10.5,20.78,,.4
108,서울,2013-05-25,24.7,,2,49.6,14.7,1003.6,10.1,20.6,,5.1
108,서울,2013-05-26,23.9,,2.5,45.9,13.4,1005.6,4,15.51,,8.4
108,서울,2013-05-27,19.7,56.5,3.5,80.4,18.2,999.6,0,2.89,,10
108,서울,2013-05-28,18.9,11.5,2.8,89.1,19.4,995.2,0,2.11,,10
108,서울,2013-05-29,16.1,2.5,3,87.8,16,998.7,0,2.35,,9.6
108,서울,2013-05-30,19.2,,2.7,57.9,12.1,1002.4,11.7,23.53,,2.9
108,서울,2013-05-31,21.3,,2.2,46.6,11.1,1000,11.1,21.92,,5.8
108,서울,2013-06-01,21.7,,2.2,44.3,11.1,997.2,9.3,20.67,,4.6
108,서울,2013-06-02,23.5,,2,48.6,13.2,997.1,12.6,23.98,,0
108,서울,2013-06-03,21.3,,2.9,59,14.8,1001.8,10.9,21.29,,.8
108,서울,2013-06-04,22.8,.2,2,54.3,14.5,1006.2,9.6,20.25,,3
108,서울,2013-06-05,24.8,,2,51.8,15.7,1006.5,10.6,21.11,,2.4
108,서울,2013-06-06,25,,2.1,55.9,17.2,1004.4,9.6,19.5,,4.1
108,서울,2013-06-07,25.7,,2.2,50.9,16.1,1001.6,11.8,21.77,,1.8
108,서울,2013-06-08,26.4,,1.9,48.5,16.5,998.9,6.6,15.11,,6.6
108,서울,2013-06-09,27.4,,2.2,38.3,13.4,997.2,12.5,25.54,,2.4
108,서울,2013-06-10,27.5,,2.3,35.5,12.6,996.9,12.8,24.93,,2.8
108,서울,2013-06-11,23.7,7,2.6,57.9,16.4,996.4,0,7.09,,9.3
108,서울,2013-06-12,20.5,6.5,2.2,85.4,20.5,998.7,0,4.41,,9.8
108,서울,2013-06-13,23,,1.9,70.5,19.3,1002.8,4.5,15.42,,8.5
108,서울,2013-06-14,24.6,,2.3,62.3,18.7,1003,7.8,16.69,,5.8
108,서울,2013-06-15,24.6,,2.6,58.4,17.7,1001.7,10.6,21.07,,3.9
108,서울,2013-06-16,22.5,,2.8,69.8,18.8,998.1,8,20.12,,6.1
108,서울,2013-06-17,22.3,.5,2.2,76.8,20.5,992.5,1.1,7.97,,9.6
108,서울,2013-06-18,21.7,12,1.9,90.1,23.4,986.9,0,2.15,,10
108,서울,2013-06-19,24.3,.1,1.6,71.1,21.1,990.7,6.8,16.34,,7
108,서울,2013-06-20,25.8,,1.8,58.5,18.8,995.4,7.6,18.28,,6.8
108,서울,2013-06-21,26.6,,1.9,57.5,19.7,995.4,5.2,15.49,,7.1
108,서울,2013-06-22,25.1,,2.5,63.9,20.2,996.4,4.4,12.8,,7.9
108,서울,2013-06-23,22.9,.3,3.2,69.6,19.1,996.6,7,15.9,,7.6
108,서울,2013-06-24,23.5,,2.3,66.6,18.7,996.2,6.7,16.37,,5.5
108,서울,2013-06-25,25.1,,2.1,58.6,18.4,995.6,3.9,13.06,,8.4
108,서울,2013-06-26,24.5,0,2.6,59.8,18.1,992.7,9.2,18.09,,5.1
108,서울,2013-06-27,25.1,,2.5,63.1,19.4,994.6,7.5,18.06,,5.3
